appId,tool,spec,check,location,detail,severity,proposedLabel,rationale,REVIEWED_LABEL
waitlist-lovable-1,lovable,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-lovable-1,lovable,waitlist,storage-rules,"supabase/migrations/20260728060749_5abefa9e-2982-4e14-bde5-9c737f0919f1.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-lovable-2,lovable,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-lovable-2,lovable,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-lovable-2,lovable,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-lovable-2,lovable,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-lovable-2,lovable,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-lovable-2,lovable,waitlist,storage-rules,"supabase/migrations/20260729010905_d9591fc4-a77b-4d0d-b28b-7aad949a8546.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-lovable-3,lovable,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-lovable-3,lovable,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-lovable-3,lovable,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-lovable-3,lovable,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-lovable-3,lovable,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-lovable-3,lovable,waitlist,endpoint-auth,"src/lib/waitlist.functions.ts","server-fn touches data with no visible auth check (write)",0.95,INTENDED,"public signup is the point of a waitlist form",
waitlist-lovable-3,lovable,waitlist,storage-rules,"supabase/migrations/20260729011349_73a99b9a-ff00-41fc-b5c5-24bae014eba2.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
waitlist-replit-1,replit,waitlist,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
waitlist-replit-2,replit,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-replit-2,replit,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-replit-2,replit,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-replit-2,replit,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-replit-2,replit,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-replit-2,replit,waitlist,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
waitlist-replit-2,replit,waitlist,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
waitlist-replit-2,replit,waitlist,endpoint-auth,"artifacts/api-server/src/routes/waitlist.ts","route touches data with no visible auth check (write)",0.95,INTENDED,"public signup is the point of a waitlist form",
waitlist-replit-3,replit,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-replit-3,replit,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-replit-3,replit,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-replit-3,replit,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-replit-3,replit,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-replit-3,replit,waitlist,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
waitlist-replit-3,replit,waitlist,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
waitlist-replit-3,replit,waitlist,endpoint-auth,"artifacts/api-server/src/routes/waitlist.ts","route touches data with no visible auth check (write)",0.95,INTENDED,"public signup is the point of a waitlist form",
waitlist-v0-1,v0,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-v0-1,v0,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-v0-1,v0,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-v0-1,v0,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-v0-1,v0,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-v0-1,v0,waitlist,endpoint-auth,"app/actions/waitlist.ts","action touches data with no visible auth check (write)",0.95,INTENDED,"public signup is the point of a waitlist form",
waitlist-v0-1,v0,waitlist,endpoint-auth,"app/admin/page.tsx","action gated only by a shared static password — weak auth (read)",0.42,WEAK,"password gate: real but lesser control",
waitlist-v0-2,v0,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-v0-2,v0,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-v0-2,v0,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-v0-2,v0,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-v0-2,v0,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-v0-2,v0,waitlist,endpoint-auth,"app/actions/waitlist.ts","action touches data with no visible auth check (write)",0.95,INTENDED,"public signup is the point of a waitlist form",
waitlist-v0-3,v0,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-v0-3,v0,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-v0-3,v0,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-v0-3,v0,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-v0-3,v0,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-v0-3,v0,waitlist,endpoint-auth,"app/actions/admin.ts","action gated only by a shared static password — weak auth (write)",0.57,WEAK,"password gate: real but lesser control",
waitlist-v0-3,v0,waitlist,endpoint-auth,"app/actions/waitlist.ts","action touches data with no visible auth check (write)",0.95,INTENDED,"public signup is the point of a waitlist form",
